dt_day,transaction_count,rolling_mean,rolling_std,z_score,anomaly_flag
117,3042,3000.5714285714284,288.0166992512804,0.14384086595071757,0
118,3179,3000.4285714285716,287.91309866162015,0.6202268302537381,0
119,3300,3011.1428571428573,298.8508148287253,0.966559662963241,0
120,3941,3113.1428571428573,462.0755452561777,1.7916056180773932,0
121,3017,3150.1428571428573,438.6754413653989,-0.3035110803751485,0
122,2507,3156.714285714286,426.8156176015073,-1.522236438688347,0
123,3390,3196.5714285714284,434.78763289020856,0.4448805734026378,0
124,4202,3362.285714285714,567.010791868395,1.4809493888948522,0
125,3467,3403.4285714285716,561.9207705548346,0.1131323700824561,0
126,3051,3367.8571428571427,577.2320239936415,-0.5489250936996403,0
127,3335,3281.285714285714,519.5038383835328,0.10339535869729277,0
128,2507,3208.4285714285716,593.2705558014297,-1.182308079458005,0
129,2348,3185.714285714286,626.7034690307871,-1.3366996149069228,0
130,2807,3102.4285714285716,633.729662959112,-0.46617444108440365,0
131,2822,2905.285714285714,409.7164524748226,-0.20327647030682078,0
132,2752,2803.1428571428573,327.1459554854031,-0.1563303971371863,0
133,2687,2751.1428571428573,309.6435738992875,-0.20715061622341302,0
134,2937,2694.285714285714,202.6077608629169,1.1979515724400345,0
135,2429,2683.1428571428573,216.30644047382467,-1.1749204350372142,0
136,2048,2640.285714285714,305.22107522562146,-1.9405138188701179,0
137,2914,2655.5714285714284,317.39820265338443,0.8142093095303038,0
138,2846,2659.0,319.61747970552733,0.585074383829972,0
139,2769,2661.4285714285716,320.50525588139567,0.33563077858303736,0
140,2629,2653.1428571428573,320.48371179170607,-0.07533255592892238,0
141,3000,2662.1428571428573,330.511436298034,1.0222252719645222,0
142,2391,2656.714285714286,335.25697322385093,-0.792569005080376,0
143,2064,2659.0,330.4350667427916,-1.8006563463893617,0
144,2718,2631.0,313.07400616038524,0.27788956696529643,0
145,2668,2605.5714285714284,299.64137294594644,0.20834429776769614,0
146,2990,2637.1428571428573,329.85068772166574,1.0697480890350308,0
147,2718,2649.8571428571427,331.1970352984096,0.20574718333894626,0
148,3060,2658.4285714285716,342.3574433944717,1.1729595378147777,0
149,2289,2643.8571428571427,357.4737419594003,-0.9926803040471857,0
150,2209,2664.5714285714284,320.5692110100391,-1.4211328253765503,0
151,3101,2719.285714285714,361.3049101454594,1.0564879551750617,0
152,3896,2894.714285714286,570.0654097808017,1.7564400454865747,0
153,3105,2911.1428571428573,574.9056237248495,0.33719820237820963,0
154,3783,3063.285714285714,651.1396968100531,1.1053147108680073,0
155,3352,3105.0,660.1845701519009,0.3741377959548012,0
156,2575,3145.8571428571427,608.0598733050828,-0.9388173236202444,0
157,2259,3153.0,595.3819502358554,-1.5015571090891313,0
158,3048,3145.4285714285716,596.4894123516384,-0.16333663165028003,0
159,2845,2995.285714285714,500.6491500327891,-0.3001817026471962,0
160,2878,2962.8571428571427,499.70905821000025,-0.16981309716719578,0
161,2854,2830.1428571428573,345.0069702539228,0.06914974164024561,0
162,3233,2813.1428571428573,316.7845895722482,1.3253711091946503,0
163,2880,2856.714285714286,299.04944646087085,0.07786576621789883,0
164,2988,2960.8571428571427,141.79613131931862,0.19142170445914933,0
165,3038,2959.4285714285716,140.8188637254788,0.5579609612857022,0
166,2931,2971.714285714286,132.68850023728797,-0.30684110259348835,0
167,3020,2992.0,126.69254121684835,0.22100748576883378,0
168,2948,3005.4285714285716,113.97054757378606,-0.5038895806953242,0
169,3191,2999.4285714285716,100.27604756006586,1.9104405611586972,0
170,2409,2932.1428571428573,245.9616694875957,-2.126928387795971,0
171,2795,2904.5714285714284,249.44929821696152,-0.4392533045979042,0
172,3160,2922.0,264.1539954899711,0.9009895896465284,0
173,2866,2912.714285714286,264.9262251304824,-0.1763294128064441,0
174,2837,2886.5714285714284,261.58291046549874,-0.18950560831062632,0
175,2683,2848.714285714286,270.24354095621464,-0.6132035020261043,0
176,3032,2826.0,241.87186690473465,0.8516906188231333,0
177,2364,2819.5714285714284,255.0417332796092,-1.7862622823064533,0
178,2068,2715.714285714286,382.75959133885283,-1.6922222208688469,0
179,2177,2575.285714285714,372.78488626626375,-1.068406281903919,0
180,2618,2539.8571428571427,351.74205917185355,0.22215954875239538,0
181,2739,2525.8571428571427,339.6878118563999,0.6274668966720586,0
182,2754,2536.0,346.16036745990937,0.6297659134107769,0
