,id_02,V160,V332,V203,V159,V165,V333,V212,V204,V331,V164,V213,card1,V202,V307,V127,V211,V317,V133,V308,V128,V318,V134,V264,V306,V126,V316,V132,V265,V274,V275,V263,V273,V215,V338,V166,V150,V207,V267,V277
V213,-0.08851986814225117,-0.041256830435881006,0.9845920501492048,0.9313398781359441,-0.040878380065042894,0.8652352734591886,0.9833377715769411,0.9878724037954509,0.9856510460117655,0.897105027767556,0.8862486878333887,1.0,0.10424004540562891,0.9065172126651906,0.9839662391789348,0.9842780630153062,0.9035891411467227,0.9846896776710166,0.984498086580312,0.9814557297224242,0.9816652086794826,0.9852329745541781,0.9851205816614832,0.9158151880562564,0.8963214296750328,0.8971445431285835,0.894943835606699,0.8949341363528482,0.9206278506223231,0.981606765121282,0.983404096700507,0.9374521630336388,0.982378703747227,0.622994873588156,0.861311399625951,0.09431364467250586,-0.04316384707463012,0.19077395129782354,0.3428660037108361,0.41125155189965235
card1,0.025583046495614017,-0.015008424766503126,0.14257706834511844,0.09534892950112435,-0.028334321496898567,0.11740986373313939,0.14752985216691286,0.10051827386620366,0.10499126834117833,0.12992684070830082,0.12218773648186021,0.10424004540562891,1.0,0.0939902883135846,0.052684526500620804,0.05329841516141509,0.09029904441853874,0.05129119010988813,0.051607075421957714,0.053881778576616815,0.054278525862844686,0.053053549853604956,0.0531192976889133,0.03775685540274439,0.04706428860587658,0.047140941220207205,0.04601384533999944,0.04603720767024523,0.0432249208057783,0.04564163664321979,0.04266631977986145,0.058270972725178,0.052447543669170156,0.07551021636889355,0.15981432460856929,0.023845331686451633,-0.021702287666293084,0.019256924144314656,0.010507478267935208,0.03966609909819774
V202,-0.07899116311899668,-0.03764734556145068,0.9085447322564831,0.8439638824586558,-0.037521546568418225,0.7890165787209991,0.8945708276659939,0.9068138725540448,0.8918914220434452,0.9886795851302916,0.9804733292222455,0.9065172126651906,0.0939902883135846,1.0,0.9093105576873197,0.9085504778900246,0.9955955209044339,0.912911251504664,0.9130916617852974,0.8947829024589129,0.893437445550439,0.8972327378127221,0.8976059942270016,0.9144705530124169,0.9885260205211127,0.9875940365469073,0.9862005139059496,0.986587024548884,0.9217111168999941,0.9163699905864409,0.9178490622595947,0.9930845584111223,0.9468253402255717,0.5252905593141283,0.7620743685348463,0.10782036011680701,-0.039343394001285635,0.15103216441918102,0.29717632877687816,0.5844596831425143
V307,-0.09703891897295362,-0.03775101222861943,0.9981165614071786,0.8877634282971589,-0.03761071397163028,0.8704412896666214,0.9928791791400955,0.9671957057184309,0.9578623082095167,0.9127690588626486,0.9016541118490488,0.9839662391789348,0.052684526500620804,0.9093105576873197,1.0,0.9767186527945303,0.9088998691634222,0.9943079282288666,0.9732417277190598,0.980988485217166,0.968058590644996,0.9793999571834286,0.9680034850106265,0.5322153293673662,0.8929813719179361,0.8873692225926125,0.88906078317383,0.8849587772229909,0.767449639941151,0.7059054531678194,0.8104759454476886,0.8665177291397886,0.8621858720773274,0.5551597812523986,0.8783252910617901,0.09702193859699358,-0.03965242693236601,0.10007431857635887,0.1053264454550082,0.4189411928596707
V127,-0.09604352332945854,-0.03776363958957688,0.9986151985335132,0.8877808135733685,-0.03761022142758316,0.8699972116603095,0.9938226743980172,0.9675950023889971,0.9575241438397528,0.9137092943868533,0.9010212704779891,0.9842780630153062,0.05329841516141509,0.9085504778900246,0.9767186527945303,1.0,0.909003095735813,0.9716985728693509,0.9955105950666099,0.9846859942884643,0.9910857520459943,0.9849322275779392,0.9902064053665189,0.5200454911728503,0.9037741701179975,0.9088165538498515,0.901835051188061,0.9054184845902407,0.7523927714527269,0.7088921435736575,0.8131538909455788,0.857681324336435,0.8729847638709154,0.5502675212016431,0.880641069985216,0.10147002634794992,-0.03965431658005314,0.1011100903002881,0.10421160571737745,0.36688318732340897
V211,-0.08046063193574474,-0.03371475648023558,0.9087191660046107,0.8249695127234772,-0.033778491825189154,0.790324855277837,0.8926818908034215,0.9005168588686269,0.8777832144077033,0.9903529343576699,0.9843914328756955,0.9035891411467227,0.09029904441853874,0.9955955209044339,0.9088998691634222,0.909003095735813,1.0,0.9156265818114964,0.9155015027412988,0.8920534326884111,0.891901986940905,0.8984556054802483,0.8984380656634537,0.8902468700805692,0.989123215927022,0.9899229698777045,0.9919842212097536,0.9918404247415896,0.8944809309334062,0.9644657877203564,0.9661060510237945,0.9511081146721715,0.9962746649720522,0.4764520522546844,0.7431536196391082,0.09421184154276896,-0.03540784009125366,0.10748058595560134,0.29848134431698586,0.38724236128035305
V317,-0.09363262135908199,-0.03583742349695105,0.9978711201919044,0.8865596124187709,-0.03577925442945631,0.8699126228703169,0.9903717336396324,0.9697710985252133,0.9542722620785015,0.9172992715997884,0.9070628146760413,0.9846896776710166,0.05129119010988813,0.912911251504664,0.9943079282288666,0.9716985728693509,0.9156265818114964,1.0,0.9762853999146245,0.9742742844559803,0.9630911591994975,0.9812560943399244,0.9693988381255498,0.49699151996580476,0.8951267424313544,0.8915422221913948,0.896961914922553,0.8928936209895961,0.7200273167756909,0.7277864442707201,0.8358809811726663,0.8485010220504766,0.8960204897601993,0.5328949218537895,0.861486786851975,0.09225122565429698,-0.03770055408600603,0.09219645145562362,0.06875330677899263,0.27068567076278194
V133,-0.0932400928074951,-0.03579733321535718,0.9980380442670367,0.8866714150433994,-0.03573772156457626,0.8694488579024029,0.9904642706873247,0.9697133919830657,0.9543012127495031,0.9175848314085406,0.9065557469903227,0.984498086580312,0.051607075421957714,0.9130916617852974,0.9732417277190598,0.9955105950666099,0.9155015027412988,0.9762853999146245,1.0,0.9810405525722985,0.9864810236327965,0.9876485960566415,0.992687832635968,0.49643585595906636,0.9097234570201251,0.9136822658722813,0.9115279162411845,0.9147827298091525,0.7186312941046958,0.7228898662759812,0.8295151243150333,0.8518473681173,0.8922781612386494,0.5336800118365953,0.8632179356559566,0.09382142200687633,-0.03765229553815169,0.09265361134544894,0.06839430794212907,0.28048393490116846
V308,-0.09951199495212983,-0.03905436587350715,0.9924585565285832,0.8807796080050816,-0.03880717791686915,0.8725929341684839,0.997463309627413,0.9565317055392771,0.9585994326016838,0.9017420236503658,0.8896039881900218,0.9814557297224242,0.053881778576616815,0.8947829024589129,0.980988485217166,0.9846859942884643,0.8920534326884111,0.9742742844559803,0.9810405525722985,1.0,0.9929797747040896,0.9949882401757038,0.9901513142806808,0.5290354203443921,0.9021809796491775,0.8968683746530633,0.8950817123356332,0.8918612154949428,0.7693864394940785,0.7061977239610265,0.8112140421337477,0.8696231872939334,0.8633270339939588,0.5673078575827849,0.8924735398597249,0.10340031194230753,-0.041009275123544506,0.10485068470179179,0.10486116873019825,0.40978004921455197
V128,-0.09848359379739556,-0.039188881521410035,0.9928899766860546,0.8807198069960114,-0.038926927584757576,0.8715216197397203,0.9986073188376816,0.9568045099362869,0.9579814021734816,0.9026944181893426,0.8881810046351475,0.9816652086794826,0.054278525862844686,0.893437445550439,0.968058590644996,0.9910857520459943,0.891901986940905,0.9630911591994975,0.9864810236327965,0.9929797747040896,1.0,0.9906529118826055,0.9959037299438007,0.519162443404031,0.8977345792864417,0.9032886683991346,0.8934287097886724,0.8968965445318776,0.7539093804090398,0.7084734486734917,0.8135765226058139,0.8598569624793316,0.8743731100925959,0.5620957090255317,0.896990956209498,0.10945972101640272,-0.041125306272833576,0.10613546037000215,0.10253727033890406,0.3661548616539788
V318,-0.09712156745449069,-0.03736884248928471,0.9953494850704176,0.8814243569400723,-0.037200048945888,0.8740937792609021,0.9982070315858984,0.9616556479444266,0.956831158047216,0.9056303235547317,0.8937964395741166,0.9852329745541781,0.053053549853604956,0.8972327378127221,0.9793999571834286,0.9849322275779392,0.8984556054802483,0.9812560943399244,0.9876485960566415,0.9949882401757038,0.9906529118826055,1.0,0.9950889947992297,0.49640639586960184,0.9023669491741004,0.8997582412953461,0.902703562225365,0.8994243528013781,0.7194531301489189,0.7274111736360872,0.8356253294963886,0.8483109175032859,0.8959779320558968,0.5437050568470294,0.8808357676791196,0.09705291243813247,-0.039307548204088334,0.0949538227884561,0.06829217251760275,0.26969245127103847
V134,-0.09647264812162698,-0.037250992939692196,0.9953452948797382,0.881689552496127,-0.03709808691825901,0.8735429329768185,0.9983531120962259,0.9617192127509759,0.9569949222835155,0.9059808387079902,0.8931236064228567,0.9851205816614832,0.0531192976889133,0.8976059942270016,0.9680034850106265,0.9902064053665189,0.8984380656634537,0.9693988381255498,0.992687832635968,0.9901513142806808,0.9959037299438007,0.9950889947992297,1.0,0.4963170950454224,0.900778823737211,0.9049226849666566,0.901111454159828,0.9041902120663151,0.7192463511562254,0.7233202823454236,0.8307249666556574,0.8530064290831412,0.8938039627488764,0.5447931557281394,0.8816719890421275,0.09924777068156053,-0.03917562801728793,0.09548876487429131,0.0676478913781651,0.27988778905869394
V264,-0.051534768444561875,-0.0323358949700284,0.510976124295631,0.9836830313521067,-0.03188050294696618,0.17436403158986316,0.5184876907014139,0.9169037675589972,0.9784902045636897,0.5065760258261116,0.44470142759619374,0.9158151880562564,0.03775685540274439,0.9144705530124169,0.5322153293673662,0.5200454911728503,0.8902468700805692,0.49699151996580476,0.49643585595906636,0.5290354203443921,0.519162443404031,0.49640639586960184,0.4963170950454224,1.0,0.507151355650604,0.5029006749918223,0.49007368565554665,0.4924843481324997,0.8440965456889277,0.9192568000216101,0.6929950103686568,0.6224805012368194,0.5548906063023071,0.6691263570732061,0.39059352325184776,0.057064608154861036,-0.03329807675790259,0.41540478574356604,0.847997167755509,0.8268496085179335
V306,-0.08547673819651139,-0.034567240801581293,0.9133228052372803,0.8120828586525065,-0.03461931883922286,0.7929532885500168,0.9021871477993014,0.8889728622734373,0.8711230779071913,0.9970230480783017,0.989088216467545,0.8963214296750328,0.04706428860587658,0.9885260205211127,0.8929813719179361,0.9037741701179975,0.989123215927022,0.8951267424313544,0.9097234570201251,0.9021809796491775,0.8977345792864417,0.9023669491741004,0.900778823737211,0.507151355650604,1.0,0.9933127408372185,0.995091725792269,0.9915181444977872,0.7378401727642224,0.7033088742106332,0.808284355495989,0.8856836947100881,0.8713429179103248,0.48563530214507705,0.7657618108453458,0.10259777805528754,-0.036221498956190694,0.08413989393886667,0.06526759439091644,0.37376485684944083
V126,-0.08396322171845892,-0.0348013053960464,0.9142323874988317,0.8127528224363149,-0.03484624251905753,0.7915869367263221,0.9039207559542979,0.8900230725449252,0.8709928139847103,0.9993146689976343,0.9875180751555686,0.8971445431285835,0.047140941220207205,0.9875940365469073,0.8873692225926125,0.9088165538498515,0.9899229698777045,0.8915422221913948,0.9136822658722813,0.8968683746530633,0.9032886683991346,0.8997582412953461,0.9049226849666566,0.5029006749918223,0.9933127408372185,1.0,0.9923683888523925,0.9963640819784402,0.7308995692899052,0.7139535368665754,0.8203716312390342,0.874406169627262,0.8845935650039509,0.47928998482908014,0.7718106982957775,0.11087895892677815,-0.03642929504020269,0.08670511200369405,0.06654997289858418,0.329422830217751
V316,-0.08433259734173432,-0.03274095436992698,0.911179018533682,0.8086934217629497,-0.03288429779950358,0.790796630917302,0.8985252779598454,0.88857049605987,0.8657949258297759,0.9975173886091866,0.9901852911940375,0.894943835606699,0.04601384533999944,0.9862005139059496,0.88906078317383,0.901835051188061,0.9919842212097536,0.896961914922553,0.9115279162411845,0.8950817123356332,0.8934287097886724,0.902703562225365,0.901111454159828,0.49007368565554665,0.995091725792269,0.9923683888523925,1.0,0.9964919132558209,0.7110595104714778,0.7210466953642862,0.8285465580190768,0.8455452275661708,0.8934085589927935,0.46178600287682214,0.7506692771004615,0.09456820544123634,-0.03438661999660004,0.08216266745465163,0.06520161104873826,0.26203804700977745
V132,-0.08354244950147285,-0.032616609411300596,0.911212878277319,0.8093057761382716,-0.03278071434667415,0.7902020118790254,0.8988105004276324,0.8887761439699157,0.8662736888673811,0.9978619959860562,0.989153838861067,0.8949341363528482,0.04603720767024523,0.986587024548884,0.8849587772229909,0.9054184845902407,0.9918404247415896,0.8928936209895961,0.9147827298091525,0.8918612154949428,0.8968965445318776,0.8994243528013781,0.9041902120663151,0.4924843481324997,0.9915181444977872,0.9963640819784402,0.9964919132558209,1.0,0.7146634308973301,0.7194212357032219,0.8264966307014814,0.8504274195026483,0.8909627914738484,0.4640291582973508,0.7521296556587985,0.09748174100902018,-0.03424512702106605,0.08322830950614568,0.06581394443579176,0.27531278139792875
V265,-0.04722035175625844,-0.03449590673825243,0.7336651856307717,0.9785387440118949,-0.03411969236492413,0.2714402496820577,0.7536499389591704,0.9202911955824153,0.9856747152927186,0.7397076970812163,0.6637924055772888,0.9206278506223231,0.0432249208057783,0.9217111168999941,0.767449639941151,0.7523927714527269,0.8944809309334062,0.7200273167756909,0.7186312941046958,0.7693864394940785,0.7539093804090398,0.7194531301489189,0.7192463511562254,0.8440965456889277,0.7378401727642224,0.7308995692899052,0.7110595104714778,0.7146634308973301,1.0,0.9152138422787842,0.9318788951218808,0.8480906076962049,0.7993437504801085,0.6454265795521456,0.5336430523316379,0.09950116829755681,-0.03585203088280899,0.42476433002265046,0.4853132575654297,0.6972302022757267
V274,-0.04502554818297583,-0.029432826695335545,0.7133317900982852,0.9298847117605494,-0.028734887120073282,0.2675930616988324,0.7336443884560061,0.9820604912417915,0.9342659950856389,0.7211669309082824,0.6568051980290776,0.981606765121282,0.04564163664321979,0.9163699905864409,0.7059054531678194,0.7088921435736575,0.9644657877203564,0.7277864442707201,0.7228898662759812,0.7061977239610265,0.7084734486734917,0.7274111736360872,0.7233202823454236,0.9192568000216101,0.7033088742106332,0.7139535368665754,0.7210466953642862,0.7194212357032219,0.9152138422787842,1.0,0.8955155227412327,0.8085418940622816,0.8097741593072593,0.41278055316128665,0.4338058506556048,0.06067800166613768,-0.030360898823173416,0.2425040954080027,0.6144444062446816,0.6292440280038535
V275,-0.04463729454335284,-0.026955269864545384,0.8198543950616551,0.930211478527143,-0.026430753489417258,0.3148874433218058,0.8443921942560652,0.9827288018574056,0.9359595455677243,0.8305468495368299,0.7591336751454728,0.983404096700507,0.04266631977986145,0.9178490622595947,0.8104759454476886,0.8131538909455788,0.9661060510237945,0.8358809811726663,0.8295151243150333,0.8112140421337477,0.8135765226058139,0.8356253294963886,0.8307249666556574,0.6929950103686568,0.808284355495989,0.8203716312390342,0.8285465580190768,0.8264966307014814,0.9318788951218808,0.8955155227412327,1.0,0.8931395012742488,0.9262475853636075,0.41230449259837604,0.49835538418592185,0.07676633981704643,-0.028062476947194766,0.24351652401329907,0.2570053757738475,0.43029959791308675
V263,-0.03917510646032225,-0.03355849703125032,0.8622681389418918,0.9349709320536544,-0.03235471721826294,0.31285946402193876,0.8886677281435373,0.9370056861655017,0.9426757190749777,0.8904149583920449,0.7978977364783976,0.9374521630336388,0.058270972725178,0.9930845584111223,0.8665177291397886,0.857681324336435,0.9511081146721715,0.8485010220504766,0.8518473681173,0.8696231872939334,0.8598569624793316,0.8483109175032859,0.8530064290831412,0.6224805012368194,0.8856836947100881,0.874406169627262,0.8455452275661708,0.8504274195026483,0.8480906076962049,0.8085418940622816,0.8931395012742488,1.0,0.9533805814144549,0.5575874969163715,0.6017614702764796,0.1358155770633221,-0.03433635191067881,0.17337302995086465,0.14348310591392424,0.49569314643922086
V273,-0.04278517236847236,-0.024614320948892692,0.8744238609687247,0.9059375278462443,-0.02374442728418844,0.3308234772678703,0.9008987534257972,0.9818268137785824,0.9106738255525619,0.897505622297647,0.8235256054119342,0.982378703747227,0.052447543669170156,0.9468253402255717,0.8621858720773274,0.8729847638709154,0.9962746649720522,0.8960204897601993,0.8922781612386494,0.8633270339939588,0.8743731100925959,0.8959779320558968,0.8938039627488764,0.5548906063023071,0.8713429179103248,0.8845935650039509,0.8934085589927935,0.8909627914738484,0.7993437504801085,0.8097741593072593,0.9262475853636075,0.9533805814144549,1.0,0.3647263805889637,0.5095450648963831,0.08813096027451035,-0.025445671913770996,0.16999523995152382,0.07949138705202174,0.30429895672534407
V215,-0.05146985681808905,-0.06074510957716879,0.5466610745755685,0.7981425732691266,-0.0589649131047363,0.47959945618421274,0.5562709061140249,0.6706581684173637,0.7116420189157694,0.47740863960768315,0.47025412573201136,0.622994873588156,0.07551021636889355,0.5252905593141283,0.5551597812523986,0.5502675212016431,0.4764520522546844,0.5328949218537895,0.5336800118365953,0.5673078575827849,0.5620957090255317,0.5437050568470294,0.5447931557281394,0.6691263570732061,0.48563530214507705,0.47928998482908014,0.46178600287682214,0.4640291582973508,0.6454265795521456,0.41278055316128665,0.41230449259837604,0.5575874969163715,0.3647263805889637,1.0,0.6255472103897991,0.10700240793155524,-0.0618994844040954,0.5312642252621308,0.46459106858221316,0.9862714699531555
V338,-0.09649898363047271,-0.04953861271613294,0.890248832733341,0.7823903436454186,-0.04822805933480046,0.7643195806628018,0.9007954872119496,0.8305682114706885,0.8570576067659327,0.7734398515526169,0.7424983314140082,0.861311399625951,0.15981432460856929,0.7620743685348463,0.8783252910617901,0.880641069985216,0.7431536196391082,0.861486786851975,0.8632179356559566,0.8924735398597249,0.896990956209498,0.8808357676791196,0.8816719890421275,0.39059352325184776,0.7657618108453458,0.7718106982957775,0.7506692771004615,0.7521296556587985,0.5336430523316379,0.4338058506556048,0.49835538418592185,0.6017614702764796,0.5095450648963831,0.6255472103897991,1.0,0.16454864015831192,-0.051323383211149765,0.10143438218247881,0.05694619888536593,0.5390230942146484
V166,-0.025399361190219728,0.8404982128231743,0.10049285290146236,0.08214948360814886,0.8588435158220017,0.5071546689815823,0.10885934400368608,0.0864095432507723,0.10036536391190481,0.11031722552174837,0.19657848899935002,0.09431364467250586,0.023845331686451633,0.10782036011680701,0.09702193859699358,0.10147002634794992,0.09421184154276896,0.09225122565429698,0.09382142200687633,0.10340031194230753,0.10945972101640272,0.09705291243813247,0.09924777068156053,0.057064608154861036,0.10259777805528754,0.11087895892677815,0.09456820544123634,0.09748174100902018,0.09950116829755681,0.06067800166613768,0.07676633981704643,0.1358155770633221,0.08813096027451035,0.10700240793155524,0.16454864015831192,1.0,0.8846090154627909,-0.0032573820834012387,-0.01253236481328833,0.12638661918530414
V150,-0.05174737744818753,0.9461173566062699,-0.04074167846627488,-0.051063087890415575,0.9695216063419541,0.43397740731880663,-0.0420997156902552,-0.04450264587484116,-0.04886995133750438,-0.037488595598706154,0.0762360640907523,-0.04316384707463012,-0.021702287666293084,-0.039343394001285635,-0.03965242693236601,-0.03965431658005314,-0.03540784009125366,-0.03770055408600603,-0.03765229553815169,-0.041009275123544506,-0.041125306272833576,-0.039307548204088334,-0.03917562801728793,-0.03329807675790259,-0.036221498956190694,-0.03642929504020269,-0.03438661999660004,-0.03424512702106605,-0.03585203088280899,-0.030360898823173416,-0.028062476947194766,-0.03433635191067881,-0.025445671913770996,-0.0618994844040954,-0.051323383211149765,0.8846090154627909,1.0,-0.033162169577022366,-0.02106420313552921,-0.04098220722518557
